CoC Number,CoC Name,CoC Category,"Overall Homeless 2019","Overall Homeless - Under 18 2019","Overall Homeless - Age 18 to 24 2019","Overall Homeless - Over 24 2019","Overall Homeless - Female 2019","Overall Homeless - Male 2019","Overall Homeless - Transgender 2019","Overall Homeless - Gender Non-Conforming 2019","Overall Homeless - Non-Hispanic/Non-Latino, 2019","Overall Homeless - Hispanic/Latino, 2019","Overall Homeless - White, 2019","Overall Homeless - Black or African American, 2019","Overall Homeless - Asian, 2019","Overall Homeless - American Indian or Alaska Native, 2019","Overall Homeless - Native Hawaiian or Other Pacific Islander 2019","Overall Homeless - Multiple Races 2019"
MO-500,St. Louis County CoC,450,134,150,166,246,201,2,1,439,11,88,342,3,3,1,13,198
MO-501,St.Louis City CoC,949,213,82,654,355,592,2,0,927,22,204,696,1,6,0,42,561
MO-503, St. Charles City & County Lincoln Warren Counties CoC ,532,155,74,303,290,242,0,0,517,15,392,110,1,0,0,29,230
MO-600, Springfield/Greene Christian Webster Counties CoC ,479,112,49,318,235,243,1,0,457,22,377,63,1,14,3,21,240
MO-602, Joplin/Jasper Newton Counties CoC ,275,34,7,234,97,178,0,0,263,12,220,30,0,10,1,14,155
MO-603, St. Joseph/Andrew Buchanan DeKalb Counties CoC ,204,65,13,126,93,111,0,0,176,28,128,53,0,5,2,16,104
MO-604a, Kansas City Independence Lee’s Summit/Jackson Wyandotte Counties MO & KS , 1,798 ,394,139, 1,265 ,668, 1,122 ,8,0, 1,697 ,101,848,820,8
MO-606,Missouri Balance of State CoC, 1345 ,331,97,917,661,682,1,1, 1,282 ,63,939,301,1,8,2,94
MP-500,Northern Mariana Islands CoC, 1044 ,297,139,608,510,534,0,0, 1,044 ,0,3,9,387,0,637,8
MS-500, Jackson/Rankin Madison Counties CoC ,446,51,36,359,129,298,18,1,427,19,171,229,9,3,5,29,114
MS-501,Mississippi Balance of State CoC,560,94,48,418,237,322,1,0,550,10,241,309,1,0,0,9,223
MS-503,Gulf Port/Gulf Coast Regional CoC,346,61,25,260,136,209,1,0,332,14,198,125,2,6,0,15,67
MT-500,Montana Statewide CoC, 1405 ,247,151, 1,007 ,559,837,4,5, 1,305 ,100,956,38,2,238,8
NC-500,Winston-Salem/Forsyth County CoC,440,52,19,369,123,316,1,0,422,18,158,262,1,4,2,13,341
NC-501,Asheville/Buncombe County CoC,554,29,19,506,138,414,1,1,538,16,352,164,3,13,1,21,281
NC-502,Durham City & County CoC,338,59,27,252,104,233,1,0,323,15,90,235,0,3,2,8,240
NC-503,North Carolina Balance of State CoC, 2991 ,556,243, 2,192 , 1,223 , 1,764 ,3,1, 2,846 ,145, 1,691 , 1
NC-504, Greensboro High Point CoC ,657,134,43,480,221,435,1,0,630,27,148,478,3,9,0,19,460
NC-505,Charlotte/Mecklenberg CoC, 1668 ,358,100, 1,210 ,705,956,5,2, 1,591 ,77,292, 1,311 ,10,14
NC-506, Wilmington/Brunswick New Hanover Pender Counties CoC ,333,39,19,275,93,240,0,0,323,10,208,103,0,8,2,12,135
NC-507,Raleigh/Wake County CoC,983,205,62,716,373,608,2,0,942,41,270,654,10,12,4,33,604
NC-509, Gastonia/Cleveland Gaston Lincoln Counties CoC ,331,54,17,260,124,207,0,0,314,17,179,133,1,7,2,9,162
NC-511,Fayetteville/Cumberland County CoC,372,114,34,224,151,217,4,0,346,26,90,240,0,4,5,33,65
NC-513,Chapel Hill/Orange County CoC,152,19,6,127,39,112,1,0,144,8,68,70,0,2,0,12,59
NC-516,Northwest North Carolina CoC,449,143,58,248,222,226,0,1,372,77,425,22,0,2,0,0,111
ND-500,North Dakota Statewide CoC,542,61,61,420,218,323,1,0,445,97,344,76,2,74,12,34,339
NE-500,Nebraska Balance of State CoC,559,138,70,351,255,303,1,0,465,94,457,50,0,23,0,29,377
NE-501, Omaha Council Bluffs CoC , 1,411 ,174,93, 1,144 ,478,933,0,0, 1,257 ,154,854,431,19,37
NE-502,Lincoln CoC,451,107,33,311,203,248,0,0,389,62,274,118,1,25,1,32,344
NH-500,New Hampshire Balance of State CoC,742,158,67,517,318,422,0,2,727,15,668,39,4,3,0,28,520
NH-501,Manchester CoC,427,133,42,252,207,219,1,0,363,64,333,34,2,1,0,57,194
NH-502,Nashua/Hillsborough County CoC,281,71,16,194,99,182,0,0,252,29,231,18,12,1,2,17,98
NJ-500,Atlantic City & County CoC,437,22,49,366,112,323,1,1,371,66,215,204,6,0,2,10,240
NJ-501,Bergen County CoC,354,93,24,237,169,184,1,0,254,100,209,108,24,1,1,11,143
NJ-502,Burlington County CoC,840,234,83,523,422,416,2,0,747,93,318,435,4,6,13,64,683
NJ-503, Camden City & County/Gloucester Cape May Cumberland Counties CoC ,999,195,83,721,374,623,1,1,829,170,445,508,14,5,10,17,631
NJ-504,Newark/Essex County CoC, 2228 ,522,249, 1,457 ,977, 1,238 ,13,0, 1,884 ,344,453, 1,721 ,6
NJ-506, Jersey City Bayonne/Hudson County CoC ,860,111,54,695,266,592,2,0,596,264,381,448,8,6,5,12,588
NJ-507,New Brunswick/Middlesex County CoC,597,150,40,407,257,340,0,0,393,204,316,261,4,0,0,16,441
NJ-508,Monmouth County CoC,335,98,15,222,121,213,1,0,253,82,162,146,4,1,0,22,129
NJ-509,Morris County CoC,398,93,29,276,167,230,0,1,313,85,234,146,8,2,0,8,221
NJ-510,Lakewood Township/Ocean County CoC,354,108,19,227,174,177,2,1,304,50,243,89,0,2,0,20,201
NJ-511,Paterson/Passaic County CoC,434,95,34,305,190,244,0,0,246,188,216,187,0,11,7,13,296
NJ-512,Salem County CoC,49,21,4,24,23,26,0,0,41,8,13,36,0,0,0,0,31
NJ-513,Somerset County CoC,218,40,26,152,90,127,1,0,187,31,129,84,1,1,0,3,63
NJ-514,Trenton/Mercer County CoC,479,90,39,350,171,308,0,0,377,102,168,292,1,1,4,13,319
NJ-515,Elizabeth/Union County CoC,478,162,36,280,228,250,0,0,351,127,169,294,4,3,4,4,313
NJ-516, Warren Sussex Hunterdon Counties CoC ,338,59,24,255,163,175,0,0,311,27,265,62,2,3,2,4,169
NM-500,Albuquerque CoC, 1340 ,195,84, 1,061 ,430,897,13,0,794,546,770,154,7,327,9,73
NM-501,New Mexico Balance of State CoC, 1211 ,242,62,907,465,721,6,19,670,541,725,46,7,363,4,66,657
NV-500,Las Vegas/Clark County CoC, 6083 ,394, 1,123 , 4,566 , 1,762 , 4,284 ,33,4, 5,407 ,676, 3,310 
NV-501, Reno Sparks/Washoe County CoC , 1,192 ,99,89, 1,004 ,383,805,3,1, 1,028 ,164,945,164,12,41
NV-502,Nevada Balance of State CoC,269,26,23,220,112,157,0,0,249,20,243,9,0,15,0,2,88
NY-500, Rochester Irondequoit Greece/Monroe County CoC ,835,205,96,534,331,503,1,0,682,153,317,461,9,2,2,44,636
NY-501, Elmira/Steuben Allegany Livingston Chemung Schuyler Counties CoC ,233,70,36,127,113,117,3,0,211,22,194,35,0,1,0,3,155
NY-503,Albany City & County CoC,835,162,55,618,274,560,1,0,734,101,346,437,8,9,2,33,657
NY-504,Cattaragus County CoC,33,7,6,20,16,17,0,0,33,0,26,3,0,3,0,1,33
NY-505, Syracuse Auburn/Onondaga Oswego Cayuga Counties CoC ,722,124,64,534,259,459,4,0,639,83,362,274,3,13,7,63,547
NY-507,Schenectady City & County CoC,393,117,39,237,164,229,0,0,353,40,155,198,0,0,0,40,345
NY-508, Buffalo Niagara Falls/Erie Niagara Orleans Genesee Wyoming Counties CoC ,957,229,84,644,403,550,4,0,768,189,407,481,2,7,3,57,672
NY-510,Ithaca/Tompkins County CoC,91,9,15,67,42,49,0,0,85,6,67,19,1,0,1,3,33
NY-511, Binghamton Union Town/Broome Otsego Chenango Delaware Cortland Tioga Count ,244,32,35,177,67,175,2,0,224,20,194,41,0,6,0,3,92
NY-512,Troy/Rensselaer County CoC,178,49,18,111,88,90,0,0,138,40,82,77,2,1,1,15,135
NY-513, Wayne Ontario Seneca Yates Counties CoC ,182,4,27,151,74,108,0,0,172,10,146,33,0,1,0,2,83
NY-514, Jamestown Dunkirk/Chautauqua County CoC ,145,40,28,77,80,64,1,0,93,52,128,8,2,1,0,6,66
NY-516,Clinton County CoC,197,46,15,136,81,116,0,0,183,14,174,13,0,1,0,9,188
NY-518, Utica Rome/Oneida Madison Counties CoC ,178,52,20,106,89,89,0,0,155,23,100,53,8,4,0,13,106
NY-519, Columbia Greene Counties CoC ,196,46,21,129,86,110,0,0,184,12,113,63,0,0,0,20,188
NY-520, Franklin Essex Counties CoC ,42,9,1,32,16,26,0,0,40,2,28,0,0,14,0,0,28
NY-522, Jefferson Lewis St. Lawrence Counties CoC ,96,10,11,75,28,68,0,0,92,4,89,4,0,1,0,2,40
NY-523, Glens Falls Saratoga Springs/Saratoga Washington Warren Hamilton Counties Co ,257,24,14,219,66,191,0,0,251,6,229,21,3,0,1,3,213
NY-600,New York City CoC, 78676 , 25,747 , 7,571 , 45,358 , 37,631 , 40,710 ,323,12, 49,962 , 28,714 
NY-601,Poughkeepsie/Dutchess County CoC,399,111,30,258,198,201,0,0,325,74,177,183,1,0,1,37,219
NY-602, Newburgh Middletown/Orange County CoC ,480,159,42,279,219,261,0,0,371,109,233,212,1,0,0,34,342
NY-603, Nassau Suffolk Counties CoC , 3,868 , 1,767 ,293, 1,808 , 2,088 , 1,780 ,0,0, 3,114 ,754, 1
NY-604, Yonkers Mount Vernon/Westchester County CoC , 1,827 ,739,171,917,901,924,2,0, 1,389 ,438,457, 1,310 ,4,4
NY-606,Rockland County CoC,180,20,14,146,90,90,0,0,135,45,100,70,0,0,0,10,95
NY-607,Sullivan County CoC,189,38,19,132,65,124,0,0,142,47,136,33,0,1,0,19,180
NY-608,Kingston/Ulster County CoC,464,193,36,235,225,239,0,0,383,81,275,121,5,2,2,59,403
OH-500,Cincinnati/Hamilton County CoC, 1114 ,200,102,812,366,745,2,1, 1,090 ,24,416,653,4,6,1,34
OH-501,Toledo/Lucas County CoC,662,172,32,458,293,369,0,0,610,52,258,351,2,8,6,37,507
OH-502,Cleveland/Cuyahoga County CoC, 1808 ,291,121, 1,396 ,577, 1,225 ,6,0, 1,699 ,109,483, 1,274 ,8
OH-503,Columbus/Franklin County CoC, 1807 ,350,177, 1,280 ,724, 1,076 ,5,2, 1,731 ,76,607, 1,090 ,9
OH-504,Youngstown/Mahoning County CoC,180,38,14,128,76,99,0,5,97,83,81,94,0,0,0,5,149
OH-505, Dayton Kettering/Montgomery County CoC ,680,76,97,507,233,447,0,0,654,26,317,324,2,1,7,29,499
OH-506, Akron Barberton/Summit County CoC ,587,102,36,449,229,358,0,0,579,8,320,233,2,6,2,24,270
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
OH-507,Ohio Balance of State CoC, 3133 ,830,297, 2,006 , 1,487 , 1,638 ,8,0, 3,007 ,126, 2,445 ,489
OH-508, Canton Massillon Alliance/Stark County CoC ,278,82,23,173,144,133,1,0,275,3,165,93,0,3,0,17,221
OK-500,North Central Oklahoma CoC,181,57,20,104,103,78,0,0,174,7,140,12,0,23,0,6,89
OK-501,Tulsa City & County CoC, 1083 ,131,132,820,332,747,1,3, 1,007 ,76,560,286,6,119,10,102
OK-502,Oklahoma City CoC, 1183 ,160,55,968,371,811,1,0, 1,089 ,94,733,307,6,87,0,50
OK-503,Oklahoma Balance of State CoC,233,68,20,145,105,128,0,0,199,34,150,20,1,48,3,11,78
OK-504,Norman/Cleveland County CoC,364,12,13,339,129,235,0,0,341,23,325,13,2,1,1,22,76
OK-505,Northeast Oklahoma CoC,392,114,45,233,169,223,0,0,376,16,231,13,1,115,2,30,293
OK-506,Southwest Oklahoma Regional CoC,191,51,20,120,73,118,0,0,184,7,114,57,0,20,0,0,96
OK-507,Southeastern Oklahoma Regional CoC,244,44,22,178,117,127,0,0,236,8,161,27,0,37,2,17,185
OR-500, Eugene Springfield/Lane County CoC , 1,641 ,169,116, 1,356 ,544, 1,083 ,6,8, 1,493 ,148, 1,332 ,48
OR-501, Portland Gresham/Multnomah County CoC , 4,019 ,373,334, 3,312 , 1,503 , 2,452 ,43,21, 3,564 ,455, 2,798 
OR-502, Medford Ashland/Jackson County CoC ,732,73,61,598,237,486,1,8,660,72,638,25,2,27,11,29,240
OR-503,Central Oregon CoC,787,124,94,569,278,501,8,0,744,43,688,14,0,67,5,13,191
OR-505,Oregon Balance of State CoC, 6392 , 1,345 ,487, 4,560 , 2,782 , 3,584 ,16,10, 5,742 ,650, 5,591 
OR-506, Hillsboro Beaverton/Washington County CoC ,522,62,49,411,181,336,5,0,461,61,438,25,1,14,20,24,65
OR-507,Clackamas County CoC,383,39,24,320,134,248,0,1,344,39,314,18,1,13,2,35,3
PA-500,Philadelphia CoC, 5788 , 1,454 ,464, 3,870 , 2,311 , 3,439 ,30,8, 5,274 ,514, 1,132 
PA-501,Harrisburg/Dauphin County CoC,445,120,26,299,166,279,0,0,351,94,144,263,1,5,5,27,263
PA-502, Upper Darby Chester Haverford/Delaware County CoC ,414,116,24,274,207,207,0,0,402,12,107,299,2,0,0,6,290
PA-503, Wilkes-Barre Hazleton/Luzerne County CoC ,165,46,18,101,96,68,1,0,152,13,94,65,0,0,0,6,78
PA-504, Lower Merion Norristown Abington/Montgomery County CoC ,291,96,14,181,158,133,0,0,268,23,115,163,0,0,1,12,226
PA-505,Chester County CoC,579,145,13,421,201,378,0,0,505,74,316,258,1,2,1,1,266
PA-506,Reading/Berks County CoC,562,103,37,422,171,391,0,0,373,189,401,152,2,2,2,3,305
PA-508,Scranton/Lackawanna County CoC,159,38,18,103,59,100,0,0,136,23,115,29,0,0,1,14,76
PA-509,Eastern Pennsylvania CoC, 1998 ,566,208, 1,224 ,890, 1,101 ,3,4, 1,600 ,398, 1,464 ,443,9
PA-510,Lancaster City & County CoC,406,119,26,261,177,229,0,0,273,133,247,104,3,7,0,45,248
PA-511, Bristol Bensalem/Bucks County CoC ,397,125,30,242,233,164,0,0,367,30,259,114,7,4,0,13,155
PA-512,York City & County CoC,324,105,30,189,148,176,0,0,266,58,192,109,0,0,0,23,177
PA-600, Pittsburgh McKeesport Penn Hills/Allegheny County CoC ,783,172,48,563,291,490,2,0,747,36,320,395,5,11,0,52,575
PA-601,Western Pennsylvania CoC,748,172,68,508,317,431,0,0,723,25,589,116,0,2,2,39,435
PA-603,Beaver County CoC,117,33,3,81,54,63,0,0,116,1,72,43,0,1,0,1,79
PA-605,Erie City & County CoC,336,62,28,246,115,221,0,0,305,31,214,99,0,1,3,19,238
PR-502,Puerto Rico Balance of Commonwealth CoC, 1643 ,61,70, 1,512 ,356, 1,285 ,2,0,42, 1,601 ,767,365,1,8
PR-503,South-Southeast Puerto Rico CoC, 1539 ,82,80, 1,377 ,323, 1,209 ,4,3,24, 1,515 ,687,236,1,2
RI-500,Rhode Island Statewide CoC, 1101 ,206,73,822,420,677,4,0,833,268,662,289,14,19,1,116,739
SC-500,Charleston/Low Country CoC,451,48,33,370,139,309,1,2,434,17,177,237,1,3,1,32,254
SC-501, Greenville Anderson Spartanburg/Upstate CoC , 1,185 ,175,67,943,431,752,1,1, 1,140 ,45,596,524,3,19,4
SC-502,Columbia/Midlands CoC, 1205 ,145,88,972,435,768,2,0, 1,164 ,41,385,791,3,5,1,20
SC-503, Myrtle Beach Sumter City & County CoC , 1,092 ,142,93,857,427,665,0,0, 1,054 ,38,578,464,4,6,1
SD-500,South Dakota Statewide CoC, 1159 ,218,77,864,424,735,0,0, 1,074 ,85,327,79,2,658,0,93
TN-500,Chattanooga/Southeast Tennessee CoC,623,75,23,525,212,408,3,0,600,23,411,190,0,10,0,12,318
TN-501,Memphis/Shelby County CoC, 1226 ,251,67,908,389,832,2,3, 1,217 ,9,205,976,1,3,1,40
TN-502,Knoxville/Knox County CoC,743,43,86,614,314,429,0,0,724,19,522,191,3,2,0,25,336
TN-503,Central Tennessee CoC,268,32,60,176,136,129,3,0,244,24,146,97,1,2,0,22,148
TN-504,Nashville-Davidson County CoC, 2298 ,134,81, 2,083 ,580, 1,713 ,4,1, 2,158 ,140, 1,231 ,971,10
TN-506,Upper Cumberland CoC,258,69,12,177,112,145,0,1,255,3,219,32,0,3,1,3,194
TN-507,Jackson/West Tennessee CoC, 1026 ,265,67,694,460,566,0,0, 1,017 ,9,611,389,0,10,0,16
TN-509,Appalachian Regional CoC,360,43,24,293,128,231,1,0,358,2,321,28,4,5,0,2,191
TN-510,Murfreesboro/Rutherford County CoC,283,32,10,241,123,158,0,2,279,4,199,77,0,1,0,6,166
TN-512, Morristown/Blount Sevier Campbell Cocke Counties CoC ,798,164,103,531,368,430,0,0,772,26,736,56,0,4,0,2,216
TX-500,San Antonio/Bexar County CoC, 3066 ,522,201, 2,343 , 1,082 , 1,980 ,4,0, 1,680 , 1,386 , 2,227 
TX-503,Austin/Travis County CoC, 2147 ,382,142, 1,623 ,718, 1,422 ,6,1, 1,485 ,662, 1,244 ,718,13
TX-600, Dallas City & County Irving CoC , 4,121 ,643,268, 3,210 , 1,446 , 2,666 ,9,0, 3,516 ,605, 1,425 
TX-601, Fort Worth Arlington/Tarrant County CoC , 2,015 ,279,104, 1,632 ,785, 1,226 ,3,1, 1,740 ,275,960,982,23
TX-603,El Paso City & County CoC,892,225,74,593,354,534,4,0,283,609,755,65,3,16,2,51,518
TX-604,Waco/McLennan County CoC,188,50,16,122,63,125,0,0,168,20,82,95,1,2,0,8,79
TX-607,Texas Balance of State CoC, 7638 , 1,268 ,532, 5,838 , 3,079 , 4,538 ,17,4, 4,906 , 2,732 , 5
TX-611,Amarillo CoC,665,38,43,584,216,423,1,25,550,115,465,117,2,10,2,69,558
TX-624, Wichita Falls/Wise Palo Pinto Wichita Archer Counties CoC ,238,29,23,186,96,142,0,0,209,29,160,65,3,5,2,3,190
TX-700, Houston Pasadena Conroe/Harris Ft. Bend Montgomery Counties CoC , 4,143 ,627,267, 3,249 , 1,541 , 2,597 ,4,1, 3,436 ,707, 1,646 
TX-701, Bryan College Station/Brazos Valley CoC ,197,38,1,158,88,108,0,1,190,7,118,77,1,1,0,0,126
UT-500,Salt Lake City & County CoC, 1804 ,377,155, 1,272 ,681, 1,110 ,10,3, 1,398 ,406, 1,301 ,209,21
UT-503,Utah Balance of State CoC,899,201,75,623,386,508,4,1,729,170,753,60,6,43,13,24,526
UT-504,Provo/Mountainland CoC,173,43,13,117,78,93,2,0,133,40,155,8,1,4,0,5,64
VA-500, Richmond/Henrico Chesterfield Hanover Counties CoC ,609,74,44,491,220,389,0,0,584,25,190,389,1,5,0,24,406
VA-501, Norfolk Chesapeake Suffolk/Isle of Wight Southampton Counties CoC ,773,136,48,589,239,533,1,0,734,39,158,591,2,2,0,20,597
VA-502, Roanoke City & County Salem CoC ,317,58,17,242,124,192,1,0,300,17,173,113,1,3,1,26,306
VA-503,Virginia Beach CoC,243,38,18,187,94,149,0,0,230,13,107,113,2,2,1,18,162
VA-504,Charlottesville CoC,183,26,11,146,70,113,0,0,178,5,95,82,0,0,0,6,134
VA-505, Newport News Hampton/Virginia Peninsula CoC ,439,76,29,334,167,272,0,0,409,30,115,279,2,3,1,39,293
VA-507,Portsmouth CoC,135,28,5,102,33,102,0,0,133,2,13,117,0,3,0,2,81
VA-508,Lynchburg CoC,112,18,18,76,38,74,0,0,103,9,73,30,0,2,0,7,92
VA-513, Harrisburg Winchester/Western Virginia CoC ,304,54,14,236,98,206,0,0,275,29,214,69,3,3,2,13,260
VA-514, Fredericksburg/Spotsylvania Stafford Counties CoC ,200,48,13,139,83,117,0,0,186,14,107,60,5,2,3,23,164
VA-521,Virginia Balance of State CoC,718,190,44,484,340,376,0,2,685,33,460,213,0,9,0,36,442
VA-600,Arlington County CoC,221,44,10,167,91,130,0,0,182,39,79,119,7,3,1,12,173
VA-601,Fairfax County CoC,987,300,93,594,423,562,1,1,824,163,382,498,46,6,6,49,686
VA-602,Loudoun County CoC,134,27,12,95,64,70,0,0,116,18,58,44,5,1,0,26,96
VA-603,Alexandria CoC,226,53,12,161,93,132,1,0,207,19,53,171,1,0,1,0,164
VA-604,Prince William County CoC,374,114,28,232,162,209,2,1,336,38,122,225,4,3,1,19,176
VI-500,Virgin Islands CoC,486,33,4,449,147,329,0,10,439,47,55,417,1,5,1,7,137
VT-500,Vermont Balance of State CoC,932,234,108,590,423,506,2,1,881,51,857,31,3,9,0,32,734
VT-501,Burlington/Chittenden County CoC,359,58,36,265,132,222,2,3,353,6,293,53,5,2,0,6,295
WA-500,Seattle/King County CoC, 12112 , 1,759 , 1,547 , 8,806 , 4,237 , 7,439 ,86,350, 10,242 , 1,870 
WA-501,Washington Balance of State CoC, 5666 , 1,175 ,472, 4,019 , 2,434 , 3,197 ,21,14, 4,784 ,882, 4,769 
WA-502,Spokane City & County CoC, 1245 ,201,99,945,468,774,2,1, 1,141 ,104,999,86,3,75,19,63
WA-503, Tacoma Lakewood/Pierce County CoC , 1,628 ,249,107, 1,272 ,637,986,4,1, 1,406 ,222,857,383,28,62
WA-504,Everett/Snohomish County CoC,858,182,57,619,355,501,0,2,780,78,633,109,6,28,27,55,364
WA-508,Vancouver/Clark County CoC,795,211,45,539,344,449,2,0,715,80,641,47,5,26,35,41,265
WI-500,Wisconsin Balance of State CoC, 3147 , 1,056 ,231, 1,860 , 1,553 , 1,588 ,5,1, 2,915 ,232, 2,009 
WI-501,Milwaukee City & County CoC,871,151,76,644,276,591,3,1,788,83,320,500,5,7,2,37,565
WI-502,Racine City & County CoC,275,68,10,197,103,172,0,0,257,18,133,120,1,4,2,15,204
WI-503,Madison/Dane County CoC,614,132,39,443,246,368,0,0,590,24,266,303,5,4,2,34,380
WV-500, Wheeling Weirton Area CoC ,108,15,6,87,43,64,1,0,106,2,90,14,0,1,0,3,72
WV-501, Huntington/Cabell Wayne Counties CoC ,190,23,11,156,74,116,0,0,188,2,159,30,0,1,0,0,142
WV-503, Charleston/Kanawha Putnam Boone Clay Counties CoC ,317,35,12,270,88,229,0,0,311,6,226,90,1,0,0,0,206
WV-508,West Virginia Balance of State CoC,628,72,27,529,234,393,1,0,622,6,503,96,1,2,1,25,450
WY-500,Wyoming Statewide CoC,639,124,81,434,254,384,1,0,560,79,500,42,0,51,8,38,269
,Total, 552830 , 111,592 , 48,319 , 392,919 , 216,211 , 332,925 , 2,521 , 1,173 , 430,354 
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
,,,,,,,,,,,,,,,,,,
 a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However in the companion file Point-in-Time Estimates by State MO-604's data have been split up between MO and KS. ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CoC Number,CoC Name, Overall Homeless 2017 , Overall Homeless - Under 18, 2017 , Overall Homeless - Age 18 to 24, 2017 , Overall Homeless - Over 24, 2017 , Overall Homeless - Female, 2017 , Overall Homeless - Male, 2017 , Overall Homeless - Transgender, 2017 , Overall Homeless - Gender Non-Conforming, 2017 , Overall Homeless - Non-Hispanic/Non-Latino, 2017 
AK-500,Anchorage CoC, 1128 ,170,133,825,445,678,4,1, 1,051 ,77,351,123,10,468,57,119
AK-501,Alaska Balance of State CoC,717,135,53,529,320,397,0,0,692,25,290,24,10,302,12,79,363
AL-500, Birmingham/Jefferson St. Clair Shelby Counties CoC , 1,092 ,104,125,863,334,738,19,1, 1,075 ,17,330,726,1,10,1
AL-501,Mobile City & County/Baldwin County CoC,606,116,35,455,222,383,1,0,588,18,273,314,4,6,0,9,196
AL-502,Florence/Northwest Alabama CoC,155,0,8,147,72,81,0,2,152,3,112,7,0,0,0,36,27
AL-503,Huntsville/North Alabama CoC,436,85,22,329,158,277,1,0,422,14,233,174,1,2,0,26,325
AL-504,Montgomery City & County CoC,377,59,31,287,104,273,0,0,370,7,70,302,0,0,0,5,221
AL-505,Gadsden/Northeast Alabama CoC,163,24,6,133,67,95,0,1,163,0,120,37,0,1,0,5,91
AL-506,Tuscaloosa City & County CoC,200,38,33,129,89,110,0,1,192,8,68,130,0,0,0,2,93
AL-507,Alabama Balance of State CoC,764,102,40,622,268,496,0,0,759,5,381,374,3,2,0,4,151
AR-500,Little Rock/Central Arkansas CoC, 1006 ,92,70,844,337,668,1,0,979,27,411,537,2,12,0,44,316
AR-501,Fayetteville/Northwest Arkansas CoC,330,57,19,254,136,193,1,0,312,18,261,25,4,4,6,30,127
AR-503,Arkansas  Balance of State  CoC,875,63,103,709,379,495,1,0,860,15,624,238,3,1,0,9,332
AR-505,Southeast Arkansas CoC,88,33,7,48,52,36,0,0,87,1,15,72,0,0,0,1,78
AR-508,Fort Smith CoC,168,20,10,138,61,107,0,0,167,1,136,20,0,7,1,4,62
AZ-500,Arizona Balance of State CoC, 1768 ,220,132, 1,416 ,675, 1,090 ,3,0, 1,451 ,317, 1,223 ,80,11
AZ-501,Tucson/Pima County CoC, 1574 ,204,165, 1,205 ,494, 1,071 ,8,1, 1,104 ,470, 1,140 ,193,10
AZ-502, Phoenix Mesa/Maricopa County CoC , 5,605 , 1,183 ,363, 4,059 , 2,162 , 3,431 ,11,1, 4,321 , 1,284 
CA-500,San Jose/Santa Clara City & County CoC, 7394 , 1,136 , 2,091 , 4,167 , 2,404 , 4,973 ,17,0, 4,138 , 3,256 
CA-501,San Francisco CoC, 6858 ,448, 1,224 , 5,186 , 1,742 , 5,037 ,78,1, 5,267 , 1,591 , 2
CA-502, Oakland Berkeley/Alameda County CoC , 5,629 ,480, 1,005 , 4,144 , 2,295 , 3,277 ,47,10, 4,677 ,952, 1
CA-503,Sacramento City & County CoC, 3665 ,370,242, 3,053 , 1,169 , 2,435 ,14,47, 3,009 ,656, 1,817 , 1
CA-504, Santa Rosa Petaluma/Sonoma County CoC , 2,835 ,297,431, 2,107 ,855, 1,968 ,7,5, 2,138 ,697, 1,990 ,219
CA-505,Richmond/Contra Costa County CoC, 1607 ,160,78, 1,369 ,556, 1,047 ,3,1, 1,315 ,292,802,535,27,166
CA-506, Salinas/Monterey San Benito Counties CoC , 3,364 ,535,498, 2,331 , 1,189 , 2,168 ,7,0, 1,025 , 2,339 , 2
CA-507,Marin County CoC, 1117 ,124,121,872,350,760,6,1,920,197,720,172,19,29,5,172,226
CA-508,Watsonville/Santa Cruz City & County CoC, 2249 ,378,471, 1,400 ,590, 1,655 ,4,0, 1,459 ,790, 1,323 ,153,5
CA-509,Mendocino County CoC, 1238 ,32,47, 1,159 ,411,824,2,1, 1,121 ,117, 1,026 ,34,2,152
CA-510, Turlock Modesto/Stanislaus County CoC , 1,661 ,243,127, 1,291 ,620, 1,032 ,5,4, 1,111 ,550, 1,317 ,174
CA-511,Stockton/San Joaquin County CoC, 1542 ,343,78, 1,121 ,605,935,2,0, 1,085 ,457,953,417,40,38,16
CA-512,Daly/San Mateo County CoC, 1253 ,263,49,941,460,788,4,1,865,388,788,175,63,64,113,50,211
CA-513, Visalia/Kings Tulare Counties CoC ,853,78,75,700,331,522,0,0,468,385,719,57,9,34,8,26,206
CA-514,Fresno City & County/Madera County CoC, 2016 ,184,134, 1,698 ,655, 1,347 ,7,7, 1,125 ,891, 1,403 ,257,63
